p_area,p_tilt,p_azimuth,climate_annual_temperature_c,climate_annual_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_annual_cloud_cover_pct,era5_distance_km,surface_solar_radiation_downwards,surface_solar_radiation_downward_clear_sky,total_sky_direct_solar_radiation_at_surface,toa_incident_solar_radiation,avg_annual_generation
66914,8.0,180.0,24.7145,27.5175,0.2648,3.177,0.0,0.0,23.116,7.1178,21595046.0,22619718.0,17438498.0,30737286.0,4412.666666666667
26164,15.0,180.0,23.0907,30.1529,0.5525,6.6299,0.0,0.0001,28.6292,13.3728,21373128.0,22747414.0,16994142.0,30737318.0,2079.5
81941,25.0,180.0,19.0367,34.7895,0.8736,10.4832,0.0149,0.1785,30.6776,14.594,21300274.0,23220998.0,16955910.0,30962962.0,7877.666666666667
45922,0.0,0.0,23.1037,30.9376,0.6756,8.107,0.0,0.0,28.957,12.8331,21151066.0,22578346.0,16785562.0,30584448.0,3427.0
11969,12.0,180.0,20.9794,32.8952,0.7046,8.4553,0.0099,0.1185,29.5398,3.3403,21313878.0,23072326.0,16974388.0,30888224.0,1988.3333333333333
17088,12.0,180.0,19.9903,34.562,1.0003,12.0036,0.0154,0.1846,30.4695,13.9649,21213068.0,22984162.0,16916888.0,30813078.0,2549.6666666666665
3204926,,90.0,23.8659,28.288,0.4828,5.794,0.0,0.0,26.8245,14.1735,21290524.0,22532754.0,17039152.0,30584462.0,400805.8
740258,0.0,180.0,22.6309,26.8667,0.4969,5.963,0.0004,0.0051,26.4995,9.1319,21337654.0,22550478.0,17152078.0,30429760.0,82488.9
2389089,,90.0,22.6535,31.1792,0.6497,7.7964,0.0001,0.0016,29.0112,11.5925,21332814.0,22780426.0,16976810.0,30737328.0,274332.4
1209676,50.0,90.0,12.4747,35.1057,0.6525,7.8294,0.149,1.7882,35.2557,4.4167,20696488.0,22577032.0,16170828.0,29462262.0,103865.7
4069214,,0.0,23.8659,28.288,0.4828,5.794,0.0,0.0,26.8245,10.1424,21290524.0,22532754.0,17039152.0,30584462.0,341459.6
2795421,,90.0,20.5399,33.2946,0.708,8.496,0.0047,0.0561,29.7142,10.8972,21374670.0,23160550.0,17013206.0,30962936.0,153497.7
64406,30.0,30.0,14.2295,38.5448,0.9982,11.9787,0.1197,1.437,32.7191,11.7643,20724194.0,22795194.0,16327079.0,30114730.0,3173.6
8869,8.0,180.0,23.1566,30.0293,0.6173,7.4076,0.0001,0.0007,27.8841,11.5518,21167090.0,22511592.0,16914658.0,30507404.0,6630.333333333333
267739,,180.0,21.8613,25.8458,0.4377,5.2529,0.0014,0.0171,26.2896,5.0494,21173608.0,22415062.0,17088520.0,30034650.0,10759.9
265427,,180.0,20.9794,32.8952,0.7046,8.4553,0.0099,0.1185,29.5398,16.2616,21313878.0,23072326.0,16974388.0,30888224.0,28651.333333333332
309092,25.0,180.0,16.7598,37.2288,0.8769,10.5232,0.0281,0.3378,32.5868,9.1553,21382994.0,23520416.0,16943378.0,31110982.0,39070.0
7356372,,180.0,24.5231,27.5493,0.3691,4.4292,0.0,0.0,25.847,9.1573,21362786.0,22620262.0,17155140.0,30661184.0,804208.4
11363,0.0,180.0,22.4886,31.2222,0.7682,9.2183,0.0005,0.0059,29.3276,14.2002,21098288.0,22639294.0,16767215.0,30584432.0,
84473,0.0,0.0,22.1199,31.2241,0.5608,6.7296,0.0005,0.0062,28.9731,1.1265,21354612.0,23027670.0,17021950.0,30888240.0,4433.666666666667
237862,20.0,180.0,19.0367,34.7895,0.8736,10.4832,0.0149,0.1785,30.6776,13.3344,21300274.0,23220998.0,16955910.0,30962962.0,7085.333333333333
41716,25.0,180.0,19.0367,34.7895,0.8736,10.4832,0.0149,0.1785,30.6776,13.0523,21300274.0,23220998.0,16955910.0,30962962.0,2771.4
84915,25.0,180.0,17.5167,33.0584,0.9215,11.0576,0.0517,0.6198,30.0895,6.1471,21099962.0,22506144.0,16927734.0,29954288.0,9124.0
27204,7.0,180.0,23.1566,30.0293,0.6173,7.4076,0.0001,0.0007,27.8841,12.8609,21167090.0,22511592.0,16914658.0,30507404.0,2318.268
14793,5.0,180.0,23.2368,30.792,0.713,8.5557,0.0,0.0,28.7626,13.4118,21039730.0,22515998.0,16753268.0,30507392.0,1995.6666666666667
17664,5.0,180.0,21.9974,31.0303,0.8252,9.9018,0.0016,0.0191,29.2363,12.0572,20945084.0,22561930.0,16698247.0,30429790.0,2151.0
23671,12.0,180.0,23.1091,30.5353,0.5862,7.0348,0.0,0.0,28.6953,7.0872,21280400.0,22644472.0,16896870.0,30661192.0,2772.6666666666665
22675,2.0,270.0,23.1091,30.5353,0.5862,7.0348,0.0,0.0,28.6953,12.5494,21280400.0,22644472.0,16896870.0,30661192.0,2753.3333333333335
121456,0.0,180.0,20.9794,32.8952,0.7046,8.4553,0.0099,0.1185,29.5398,12.6384,21313878.0,23072326.0,16974388.0,30888224.0,3146.6666666666665
11431,5.0,90.0,23.2368,30.792,0.713,8.5557,0.0,0.0,28.7626,7.4309,21039730.0,22515998.0,16753268.0,30507392.0,1111.6666666666667
34045,5.0,90.0,23.2368,30.792,0.713,8.5557,0.0,0.0,28.7626,8.8893,21039730.0,22515998.0,16753268.0,30507392.0,3823.3333333333335
89702,5.0,162.0,23.2927,31.1929,0.6783,8.1401,0.0,0.0,28.7465,11.0585,21142580.0,22519486.0,16815410.0,30584366.0,7397.0
20858,10.0,180.0,20.9794,32.8952,0.7046,8.4553,0.0099,0.1185,29.5398,11.4784,21313878.0,23072326.0,16974388.0,30888224.0,2420.6666666666665
18090,10.0,180.0,23.357,30.3877,0.6408,7.6897,0.0,0.0,28.1932,6.6821,21105632.0,22506774.0,16831218.0,30507402.0,1776.0
15188,25.0,180.0,19.0983,35.8101,0.9478,11.374,0.0261,0.3133,31.052,11.3405,21235060.0,23144514.0,16883346.0,30888218.0,1568.0
128210,8.0,180.0,23.2368,30.792,0.713,8.5557,0.0,0.0,28.7626,10.3913,21039730.0,22515998.0,16753268.0,30507392.0,2116.6666666666665
18534,14.0,145.0,20.9794,32.8952,0.7046,8.4553,0.0099,0.1185,29.5398,10.6654,21313878.0,23072326.0,16974388.0,30888224.0,3067.3333333333335
30407,10.0,180.0,19.0983,35.8101,0.9478,11.374,0.0261,0.3133,31.052,15.8971,21235060.0,23144514.0,16883346.0,30888218.0,4713.333333333333
22632,12.0,180.0,22.4886,31.2222,0.7682,9.2183,0.0005,0.0059,29.3276,14.46,21098288.0,22639294.0,16767215.0,30584432.0,7468.333333333333
121066,0.0,0.0,22.1199,31.2241,0.5608,6.7296,0.0005,0.0062,28.9731,0.8357,21354612.0,23027670.0,17021950.0,30888240.0,1747.3333333333333
1062237,,180.0,24.0379,27.8929,0.4698,5.6376,0.0,0.0,26.474,14.2976,21315314.0,22552744.0,17102780.0,30584426.0,75428.7
1195236,0.0,180.0,24.0379,27.8929,0.4698,5.6376,0.0,0.0,26.474,11.4017,21315314.0,22552744.0,17102780.0,30584426.0,87377.1
8226905,0.0,180.0,23.8659,28.288,0.4828,5.794,0.0,0.0,26.8245,8.4122,21290524.0,22532754.0,17039152.0,30584462.0,243880.2
2310887,52.0,180.0,22.7626,30.5851,0.6514,7.8164,0.0001,0.0006,29.0352,12.087,21243302.0,22696096.0,16879836.0,30661162.0,178127.7
8240646,52.0,180.0,23.6658,29.1317,0.5218,6.2622,0.0,0.0001,27.3945,3.8009,21226140.0,22515206.0,16962270.0,30584482.0,651347.7
10148626,52.0,180.0,24.4286,26.8549,0.3216,3.859,0.0,0.0,24.9425,7.5175,21478470.0,22633798.0,17238904.0,30661168.0,303004.5
427421,,180.0,17.8116,36.0419,0.6688,8.0253,0.0089,0.1073,31.3968,7.7488,21418228.0,23473474.0,16892098.0,31111000.0,32528.4
406720,,180.0,21.8613,25.8458,0.4377,5.2529,0.0014,0.0171,26.2896,4.4566,21173608.0,22415062.0,17088520.0,30034650.0,25317.6
34587,5.0,180.0,23.357,30.3877,0.6408,7.6897,0.0,0.0,28.1932,9.3352,21105632.0,22506774.0,16831218.0,30507402.0,3920.0
481796,,90.0,24.3034,27.4103,0.3984,4.7805,0.0,0.0,26.174,14.4997,21352562.0,22607222.0,17098126.0,30661158.0,37341.666666666664
4331367,0.0,180.0,22.6535,31.1792,0.6497,7.7964,0.0001,0.0016,29.0112,15.183,21332814.0,22780426.0,16976810.0,30737328.0,362717.352
2790819,0.0,0.0,22.6535,31.1792,0.6497,7.7964,0.0001,0.0016,29.0112,12.7989,21332814.0,22780426.0,16976810.0,30737328.0,243249.52199999997
3295584,25.0,0.0,22.6535,31.1792,0.6497,7.7964,0.0001,0.0016,29.0112,12.3043,21332814.0,22780426.0,16976810.0,30737328.0,261755.7
2274901,,180.0,22.6535,31.1792,0.6497,7.7964,0.0001,0.0016,29.0112,11.8547,21332814.0,22780426.0,16976810.0,30737328.0,244972.9
373343,25.0,180.0,19.155,47.6816,0.689,8.2678,0.0,0.0001,29.6234,12.6438,19984650.0,21588326.0,15879764.0,29627994.0,30305.3
162688,,180.0,21.6459,30.2074,0.4037,4.8443,0.0075,0.0905,25.2881,7.4462,21529446.0,22569814.0,17271210.0,30584448.0,10128.666666666666
606208,0.0,0.0,16.4979,41.8321,0.561,6.7319,0.0195,0.2341,28.2054,6.7402,21250126.0,22650590.0,17112786.0,30114624.0,49848.333333333336
42700,0.0,45.0,16.4979,41.8321,0.561,6.7319,0.0195,0.2341,28.2054,5.1048,21250126.0,22650590.0,17112786.0,30114624.0,3074.6666666666665
383759,25.0,180.0,19.155,47.6816,0.689,8.2678,0.0,0.0001,29.6234,13.1697,19984650.0,21588326.0,15879764.0,29627994.0,32136.0
501866,,90.0,15.6377,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,10.7507,21313684.0,22679770.0,17133910.0,30034582.0,42119.0
25159,20.0,180.0,18.1618,52.197,1.3277,15.9327,0.0005,0.0058,31.9142,7.7454,19643690.0,21433578.0,15510584.0,29378586.0,1018.6666666666666
20475,30.0,180.0,24.2976,31.1374,0.2046,2.4547,0.0,0.0,22.1246,4.7617,21692206.0,22645118.0,17532322.0,30661168.0,712.3333333333334
35025,20.0,180.0,17.9754,51.9155,1.0524,12.6294,0.0026,0.0307,33.0208,11.5089,19791932.0,21790488.0,15598531.0,29792044.0,1469.0
37444,25.0,200.0,16.4979,41.8321,0.561,6.7319,0.0195,0.2341,28.2054,10.0132,21250126.0,22650590.0,17112786.0,30114624.0,3261.0
186186,25.0,180.0,18.8956,46.317,0.6569,7.8825,0.0,0.0005,29.2411,9.6492,20165176.0,21738222.0,16030473.0,29710140.0,10385.2
33871,,90.0,16.1584,40.2448,0.7708,9.2493,0.0778,0.934,30.5282,7.0369,21078500.0,22662942.0,16921920.0,30194070.0,4191.666666666667
63138,20.0,210.0,16.4498,59.7525,1.6964,20.3566,0.0003,0.0031,37.0999,2.5575,18851784.0,21011726.0,14682792.0,28954394.0,4120.4
1135053,,90.0,15.6377,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,7.0971,21313684.0,22679770.0,17133910.0,30034582.0,22196.0
29298,0.0,180.0,16.6665,40.1492,0.6136,7.3634,0.0347,0.4168,30.3398,8.8719,21124614.0,22707918.0,16963482.0,30194090.0,2053.3333333333335
51433,45.0,225.0,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,12.1938,21342686.0,23037054.0,17027404.0,30351602.0,5011.333333333333
