t_cap,t_hh,t_rd,t_rsa,t_ttlh,climate_annual_temperature_c,climate_annual_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_annual_cloud_cover_pct,climate_annual_windspeed_m_s,climate_install_month_windspeed_m_s,area,num_turbines,wind_power_cubed,turbine_density,avg_annual_generation
3593.75,89.89583333333333,113.75,10838.498125,146.81041666666667,15.831249999999999,63.741350000000004,1.324925,15.89884375,0.0,0.0004937499999999999,40.028412499999995,2.0464499999999997,0.99106875,0.004879090284000187,48,8.570445835636122,9837.89952758295,635299.0
660.0,37.0,47.0,1734.94,60.4,19.2355,74.5336,0.45430000000000004,5.4519,0.0,0.0,74.7869,5.1995,5.2158,1.5798112000075908e-05,5,140.56744389987497,316493.51517295075,
1500.0,65.0,77.0,4656.63,103.6,9.059,64.2505,1.8362,22.0347,0.3261,3.9129,49.8,1.4677,1.4901499999999999,3.642799999985905e-06,2,3.161636106733,549028.220052635,8071.666666666667
750.0,55.0,48.0,1809.56,78.95,5.8114,68.8511,1.9765,23.7176,0.3356,4.0273,58.8236,0.8783,0.7877,5.132910000258472e-07,2,0.6775301846869999,3896425.2244814117,-2900.0
660.0,65.0,47.0,1734.94,88.4,7.675900000000001,72.2191,2.5828,30.993399999999998,0.4005,4.8063,60.369899999999994,1.2919,0.8455176470588236,0.001149274523999548,17,2.1561883475590005,14791.940171821547,15410.666666666666
1522.2222222222222,64.44444444444444,68.88888888888889,3857.7011111111115,98.96666666666665,13.028479365079367,53.62221587301587,0.7860825396825396,9.432965079365081,0.07673809523809524,0.9206174603174603,51.32704444444444,1.7532571428571428,2.030596825396825,0.004150897400000293,63,5.389355731697819,15177.44090711458,201366.33333333337
660.0,65.0,47.0,1734.94,88.4,11.1585,64.83994999999999,2.32435,27.891750000000002,0.23085,2.7702999999999998,50.64465,1.18485,1.3952499999999999,1.476684000000097e-06,2,1.6633748037341247,1354385.9078854166,1924.3333333333333
750.0,50.0,50.0,1963.5,75.0,8.621,69.3906,2.6227,31.4718,0.3296,3.9551,56.6517,1.1638,1.1935,5.796899999817947e-07,3,1.5762861460719997,5175179.837661881,4670.333333333333
1300.0,60.0,60.0,2827.43,89.9,8.8694,66.128,1.7877,21.4523,0.3086,3.7032,50.9845,1.1419,1.5421,2.876412000008758e-06,2,1.4889640730589997,695310.6856715626,49.0
65.0,24.0,16.5,213.82,32.3,14.4842,46.5441,0.8255,9.9062,0.1094,1.3123,31.0085,1.4028,1.0701910447761194,0.00015458570399998604,134,2.7604969499520005,866833.0675649806,13577.0
700.0,45.0,44.0,1520.53,67.1,15.6377,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,2.0694,2.26759375,5.7580486000000234e-05,16,8.862032415383998,277871.9165378343,140528.66666666666
,,,,,15.637700000000002,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,2.0694,3.093198148148148,0.0004141309479999198,108,8.862032415383998,260787.078390531,31393.0
975.0,48.25,57.375,2549.11,75.71666666666667,17.8408,32.6259,0.48299999999999993,5.796400000000001,0.0313,0.3755,27.9419,1.181,1.13725,2.01338879999666e-05,12,1.6472127410000001,596010.0701871346,26084.333333333332
600.0,34.5,47.0,1734.94,57.9,10.4958,68.6153,3.1888,38.2651,0.4235,5.0825,57.1703,1.4854,0.977,1.05895999998961e-06,2,3.2774061078640004,1888645.4634921271,9537.479
3000.0,80.0,90.0,6361.73,125.0,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,0.8694,0.0,2,1.6472127410000001,,
1000.0,60.0,47.0,1734.94,83.5,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,1.6682,0.0,2,1.6472127410000001,,
222.52293577981652,28.590476190476192,24.967924528301886,571.1098113207547,41.534285714285716,17.376666972477064,33.94321651376147,0.5655275229357798,6.786757798165138,0.05157064220183486,0.6186926605504587,28.533987155963302,1.157316513761468,0.8659999999999999,0.0002277722200000044,109,1.5500883432506514,478548.2619434358,61841.333333333336
,,,,,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.941899999999997,1.181,0.8520999999999999,2.1967389999975312e-05,5,1.6472127410000001,227610.10752782278,
,,,,,14.68457323943662,45.7030014084507,0.7959868544600939,9.55199014084507,0.10436244131455398,1.251918779342723,30.75337370892019,1.518594366197183,2.4588938967136147,0.000343654791999813,213,3.5020742778857823,619808.031078222,28184.333333333332
3000.0,92.0,112.0,9852.03,148.0,16.341822222222223,36.88034444444444,0.7495333333333334,8.99488888888889,0.09676666666666667,1.1609222222222222,29.85412222222222,1.104511111111111,1.4679,6.252454999987184e-05,9,1.3474425805424084,143943.45900959618,170299.8
2795.2380952380954,88.57142857142857,126.47619047619048,12567.72,151.71904761904761,14.3593,44.1532,0.7287,8.7444,0.1367,1.6404999999999998,31.1853,1.7523,1.2748190476190477,0.000931573908000106,21,5.380534034667,22542.494824788086,210153.0
750.0,64.0,50.0,1963.5,89.0,14.4681,42.1984,1.0827,12.993,0.17859999999999998,2.1427,32.2444,1.0089,0.53,0.0001126436509999291,50,1.0269383349689998,443877.6580495555,10579.333333333334
2500.0,80.0,93.0,6792.91,126.5,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,0.9958,8.892359899990472e-05,8,1.6472127410000001,89964.86973057143,9948.666666666666
700.0,50.0,47.096774193548384,1744.2951612903225,73.6032258064516,17.840800000000005,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,1.4224,0.0004891637960003487,62,1.6472127410000001,126746.91076270044,115212.0
656.0666666666667,55.73529411764706,48.85294117647059,1893.2973529411765,80.06764705882354,15.355733333333335,42.8857,0.697131111111111,8.365546666666667,0.08748888888888888,1.049668888888889,29.898815555555554,1.9064533333333331,1.178471111111111,0.0005378365440001238,45,6.929127248165696,83668.54298392496,49301.333333333336
595.0,,,,,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.1809999999999998,0.8521,1.9615300003067905e-07,7,1.6472127409999993,35686428.445678495,5755.0
,,,,,15.6377,41.70210000000001,0.6556,7.8671,0.0804,0.9647,29.539799999999996,2.0694,1.3653,0.00021675359999999213,112,8.862032415383998,516715.75466337847,68012.33333333333
,,,,,15.637699999999999,41.7021,0.6556,7.8671,0.0804,0.9647000000000001,29.5398,2.0694,1.3653,0.0003311795959999743,163,8.862032415383998,492180.07983804855,
446.25,80.0,77.0,4656.63,118.6,15.6963,40.2501,0.6193249999999999,7.43195,0.075625,0.907575,29.0246,1.8617,2.8080499999999997,0.5725359024000063,4,6.452516091112999,6.986461431034191,
3450.0,87.0,126.0,12468.98,150.0,15.637699999999999,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,2.0694,2.3770000000000002,0.0002401036680000205,13,8.862032415383998,54143.27947709191,91767.33333333331
1411.111111111111,62.5,72.0625,4170.4925,98.55,15.6377,41.7021,0.6556,7.867099999999999,0.0804,0.9647,29.539800000000003,2.0694,1.66895,0.0005347882799999616,10,8.862032415383998,18698.988691376555,25222.666666666668
1500.0,80.0,77.0,4656.63,118.59999999999998,16.3375,60.2696,1.4768,17.722,0.0,0.0004,38.8376,1.8507,2.9819,2.8073225999983343e-05,6,6.338814969843,213726.7729759152,20571.666666666668
1500.0,65.0,77.0,4656.63,103.6,17.125378787878788,34.656430303030305,0.6102090909090909,7.322951515151515,0.06254545454545454,0.7503606060606061,28.854551515151513,1.1444939393939395,1.1658727272727272,0.001642492799999969,33,1.4991341302465704,20091.41227285783,189291.66666666663
108.0,,,,,15.6377,41.7021,0.6556,7.8671,0.0804,0.9647,29.5398,2.0694,1.3653,0.00015256099999987836,190,8.862032415383998,1245403.477954074,17583.0
750.0,65.0,50.0,1963.5,89.9,8.816753378378378,69.16574797297298,2.5151121621621617,30.18154256756757,0.3155716216216216,3.787147972972973,55.19320608108108,1.2101364864864865,1.2235858108108109,0.02244799292400181,148,1.7721605572188137,6593.017046158976,96248.33333333331
660.0,50.0,47.0,1734.9399999999998,73.5,15.39720891089109,42.16319801980198,0.6693514851485148,8.032136633663367,0.09099108910891088,1.091830693069307,29.849349504950492,2.009747524752475,3.0644029702970297,0.0005263954080001013,202,8.117541308616147,383741.9493597883,45388.333333333336
763.4782608695652,66.17391304347827,48.65217391304348,1881.5704347826088,90.40434782608696,18.165621739130437,49.374530434782606,1.388391304347826,16.660734782608696,0.03497391304347826,0.4193260869565218,37.944021739130434,2.1073260869565216,2.680982608695652,0.0042113310959992975,46,9.35826265440282,10922.91224589283,61169.0
660.0,50.0,47.0,1734.94,73.5,12.71017894736842,53.51843684210527,0.9661368421052632,11.593773684210527,0.08780526315789473,1.053342105263158,50.93161052631579,1.7778052631578949,1.4187105263157895,0.002488531905000077,38,5.618916298881425,15270.047341425918,60971.0
750.0,53.0,48.0,1809.56,77.1,6.983687769784172,70.6043690647482,2.1883093525179858,26.259809352517983,0.3922618705035971,4.707127338129497,56.315078417266186,1.346894964028777,1.4886467625899282,0.012777340874999465,139,2.443437232946865,10878.632836036459,238329.0
2277.2727272727275,89.0909090909091,116.0,10568.32,147.1909090909091,7.028422727272726,70.60738863636362,2.2544454545454546,27.053795454545455,0.40205454545454544,4.824759090909091,56.39031818181818,1.4023977272727273,1.7279840909090909,0.013208828563999749,44,2.758122796351913,3331.1053880978234,441448.0
750.0,65.0,50.0,1963.5,89.9,8.809232710280373,69.12123177570093,2.5083803738317756,30.10062523364486,0.3153859813084112,3.7849046728971962,55.15690280373832,1.2090214953271028,1.2870467289719627,0.020940405659998593,107,1.7672665886095067,5109.738642952688,133441.66666666666
2300.0,80.0,116.0,10568.32,138.1,7.1954,70.3843,2.3331,27.9974,0.391,4.6922,56.253,1.3666,1.1944,0.0,1,2.552256092296,,35076.666666666664
816.6666666666666,56.86666666666667,47.733333333333334,1789.6613333333332,80.66000000000001,6.82876,70.76505999999999,2.1841333333333335,26.2094,0.4119,4.942606666666666,56.56679333333334,1.4369733333333332,0.9343199999999999,0.0006900861000000072,15,2.9671952585455803,21736.418107827187,15696.0
660.0,65.0,47.0,1734.94,88.4,6.8181,70.7794,2.1864,26.2366,0.4139,4.9666,56.5902,1.4465,0.9337,0.0003769975329998139,18,3.0266019946249996,47745.6705267323,16843.666666666668
660.0,50.0,47.0,1734.94,73.5,12.863154307116105,53.481434456928845,0.9138707865168539,10.966443445692885,0.08304719101123596,0.9961752808988763,51.22311685393258,1.791414606741573,1.4995340823970036,0.005656701203999065,267,5.748947373185502,47200.65465208619,346212.3333333333
660.0,65.0,47.0,1734.94,88.4,6.8181,70.7794,2.1864,26.2366,0.4139,4.9666,56.5902,1.4465,1.3423333333333334,0.00034482628799986924,18,3.0266019946249996,52200.19652331967,4249.0
660.0,65.0,47.0,1734.9399999999998,88.40000000000002,6.9914,70.6587,2.237,26.8445,0.4036,4.8433,56.4181,1.4056,1.1751,0.0013683712000001282,24,2.7770598876159998,17539.100501382778,4965.0
660.0,65.0,47.0,1734.9399999999998,88.40000000000002,5.6474,69.2322,2.0016,24.0192,0.3443,4.1314,59.219500000000004,0.8994,0.794,4.4687999999948876e-05,3,0.727542971784,67132.11600437325,4126.333333333333
1000.0,69.0,57.0,2551.76,97.5,14.6406,50.5269,1.4129,16.9547,0.1263,1.5152,39.1268,2.1122,1.6716,0.002866976000000389,79,9.423345507848001,27555.166140208108,103240.66666666669
1300.0,60.0,64.32394366197182,3250.875633802817,92.10704225352113,19.2245,47.14580000000001,0.9853,11.8233,0.0215,0.2582,36.5887,2.5354,2.0543370892018777,0.016018864533000592,213,16.298193061864,13296.822603199933,568041.7
600.0,55.0,45.0,1590.43,77.4,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,1.1016062500000001,0.0004881232500000753,16,1.6472127410000001,32778.60663264356,253685.3
660.0,65.0,47.0,1734.9399999999998,88.4,13.16885117647059,55.31647352941176,1.5579652941176472,18.695521176470585,0.15606470588235294,1.872628235294118,41.96591647058823,1.484908823529412,1.631309411764706,0.005045537692000314,170,3.274155968137262,33693.13844776832,305105.0
600.0,60.0,47.0,1734.9400000000003,83.5,10.6665,57.2124,1.2655,15.186500000000002,0.2142,2.57,51.29299999999999,1.7828,1.7675469879518073,0.004327347192000075,83,5.666408447552,19180.342209065475,69897.0
2820.0,89.0,127.0,12667.69,152.4,5.5611,53.96904736842106,1.2998315789473684,15.597526315789475,0.6335631578947368,7.602426315789474,45.23248947368421,3.203721052631579,2.2630473684210526,0.000872520480000016,19,32.88244371219846,21775.99315491099,0.0
900.0,72.0,52.0,2123.72,98.1,10.3758,50.0807,1.2978,15.5734,0.2697,3.2368,45.6383,1.5487,1.143978787878788,0.0011219418540001096,33,3.714513106303,29413.289006327395,37356.666666666664
1500.0,65.0,70.5,3903.63,100.3,8.974565,68.05066000000001,2.59648,31.15802,0.33192,3.983505,59.450109999999995,0.9605499999999999,0.97278,0.0007198478599998981,20,0.8862575113663748,27783.648617088103,53953.5
660.0,50.0,47.0,1734.94,73.5,19.3649,47.2998,1.0069,12.0824,0.0224,0.2684,37.0198,2.7616,1.4802,0.002734163699000093,125,21.061161680896003,45717.8185950291,202662.33333333337
1650.0,67.0,66.0,3421.19,100.0,8.1904,71.6555,3.7509,45.0104,0.6944,8.3329,66.3925,1.3501999999999998,1.2406,4.6469200000050834e-05,7,2.461468662007999,150637.41144655691,7212.8
1500.0,70.0,72.0,4071.5,106.1,7.5477,70.118,2.3301,27.961,0.3688,4.4262,56.0461,1.3021,1.2986,0.0,1,2.2076642082610003,,139.66666666666666
1500.0,66.0,71.075,3972.4995000000004,101.58,8.5199,72.496,3.7195,44.6342,0.6785,8.1423,66.3792,1.3969,1.35496,0.0011304719999997537,20,2.725812332209,17691.72522628102,73955.0
660.0,50.52173913043478,47.0,1734.94,74.01826086956522,19.710617391304346,45.124085217391304,0.9532834782608696,11.439486956521739,0.0224,0.26896608695652174,35.985154782608696,2.6590573913043474,1.7174478260869563,0.003052548000000288,115,18.801094523220605,37673.445266049595,168941.33333333334
660.0,50.0,47.0,1734.94,73.5,19.7924,44.6094,0.9406,11.2874,0.0224,0.2691,35.7404,2.6348,1.9451780487804875,0.0039353573159998986,123,18.291232256191996,31255.103443827455,174144.0
1500.0,65.0,70.5,3903.6299999999997,100.3,9.1962,72.6878,3.628,43.5359,0.5204,6.244800000000001,64.0836,1.6481000000000001,1.9037,4.8864303000076945e-05,6,4.476624612641001,122789.02248929146,5919.5
900.0,72.0,52.0,2123.72,98.1,8.039429545454546,70.71760227272728,2.6727352272727276,32.072781818181824,0.35614999999999997,4.273921590909091,58.0719625,1.2403704545454546,1.5711863636363637,0.0040044136990008035,88,1.9083333432981542,21975.751411987752,115497.0
1500.0,65.0,70.5,3903.63,100.3,10.6007,69.6789,3.6443,43.7314,0.44279999999999997,5.3135,63.642399999999995,1.3513,0.9384500000000001,0.0001341277579999575,10,2.467489596697,74555.78285296596,16300.5
750.0,55.0,48.0,1809.56,78.9,7.1954,70.3843,2.3331,27.9974,0.391,4.6922,56.253,1.3666,1.1295,1.3504259999925227e-06,2,2.552256092296,1481014.1392501877,2914.3333333333335
1000.0,55.0,61.4,2960.92,85.6,17.3694,54.9158,1.3415,16.0975,0.0022,0.0259,34.0301,0.8007,0.8007,0.0,1,0.5133451763429999,,
1500.0,65.0,70.5,3903.63,100.3,11.3621,58.6411,1.2746,15.295,0.1701,2.0417,51.6956,1.8788,2.40401875,0.00015433797600010107,16,6.631956279872,103668.58769736311,28027.666666666668
1532.3232323232323,67.42424242424242,85.41919191919192,5765.505757575757,110.26969696969698,18.2273,52.169,1.7068,20.482,0.0365,0.4381,39.6152,2.2263,1.7353747474747474,0.006143950022999929,99,11.034459345447003,16113.412320964959,533116.0
1500.0,70.0,72.0,4071.5,106.1,9.1597,73.5661,3.9413,47.2954,0.5914,7.0969,64.7732,1.801,1.5058318181818182,0.004829035596000203,44,5.841725401,9111.550148117432,78613.9
660.0,50.0,47.0,1734.94,73.5,12.8586,53.4802,0.9169,11.0028,0.0832,0.998,51.2174,1.7927,1.503909625668449,0.008583402080000373,187,5.761331376983,21786.233274066995,240414.66666666663
1568.131868131868,68.13186813186813,83.92307692307692,5545.612307692308,110.1989010989011,19.233248351648353,48.48828021978022,1.0521956043956042,12.625843956043957,0.02152197802197802,0.25827692307692307,37.69262307692308,2.744349450549451,3.034901098901099,0.005225613393000246,91,20.668941390775935,17414.223586056956,480434.6666666667
1500.0,80.0,78.83333333333333,4886.293333333334,119.5,4.6885,69.8397,1.6717000000000002,20.0603,0.3922999999999999,4.7074,57.1541,1.3515,1.4049333333333334,0.00010749479399994764,3,2.4685853658749997,27908.328286125758,17820.333333333332
1500.0,65.0,70.5,3903.63,100.3,9.20176976744186,67.34476046511627,3.025855813953488,36.31060232558139,0.46961162790697675,5.635790697674419,63.81569534883721,1.2430627906976746,1.127232558139535,0.0024143400000005855,43,1.9207869658164245,17810.25042040043,97746.1
950.0,70.0,54.0,2290.22,96.9,8.0577,69.3191,2.3157,27.7884,0.3272,3.9269,54.8865,1.1422,1.1196,5.1958805999932716e-05,4,1.4901379234480003,76984.06310578383,2268.6666666666665
676.0,65.0,47.0,1734.94,88.4,8.4309,69.9418,2.6416,31.6992,0.3336,4.0037,57.354,1.1694,1.270614864864865,0.014638740087999357,148,1.599150243384,10110.159693410256,265418.3
660.0,65.0,47.0,1734.94,88.40483870967742,14.4681,42.1984,1.0827,12.993,0.1786,2.1427,32.2444,1.0089,0.9548774193548387,0.0001344491489999369,62,1.0269383349689998,461140.8882924882,104324.0
1500.0,65.0,65.0,3318.31,97.5,16.606885365853657,36.12803414634146,0.7024024390243903,8.42930243902439,0.08519024390243904,1.0220365853658537,29.515985365853663,1.1180365853658536,0.7740682926829268,0.0002929451850001706,41,1.3975522232698285,139957.9242102106,145582.33333333334
1500.0,80.0,70.5,3903.63,115.2,9.6091,71.1667,3.3804000000000003,40.5645,0.4694999999999999,5.634,63.242399999999996,1.6385999999999998,2.53666,0.0007330151969999767,20,4.399657320455999,27284.563924260136,34639.6
1035.3658536585365,68.78048780487805,56.829268292682926,2583.231707317073,97.13658536585366,7.5209,70.6937,2.5761,30.912900000000004,0.3859,4.631,59.2566,1.2623,1.2406682926829267,0.0007339921849999804,41,2.0113504483669997,55858.905364232305,94921.33333333331
1800.0,60.0,80.0,5026.55,100.0,16.1575,61.504,1.4227999999999998,17.073766666666668,0.0,0.0004333333333333333,39.261,1.9203,3.0117933333333333,0.0029865534200001,90,7.081206278426999,30135.071215299737,258642.66666666663
1650.0,70.0,72.0,4071.5,106.1,16.6352,59.3373,2.2464,26.9562,0.0568,0.6818,42.6343,1.5064,0.9454,0.0012102686119997562,45,3.4183845821439998,37181.82852453341,51988.666666666664
1500.0,65.0,70.5,3903.6300000000006,100.3,7.994633333333333,66.17926666666666,1.6871666666666667,20.2461,0.31193333333333334,3.7429666666666668,51.65483333333333,1.1774,1.144437037037037,0.0027546345320001065,27,1.632195192824,9801.663228404977,81594.9
1800.0,67.0,80.0,5026.55,107.0,5.634766666666667,52.98093333333334,1.1033666666666666,13.240433333333332,0.5987666666666666,7.185466666666667,47.35953333333333,2.1055666666666664,2.0043192307692306,0.01128439538999956,78,9.334842395498626,6912.200193651939,308242.3333333333
1500.0,80.0,82.5,5345.62,121.3,14.9721,56.4228,1.8239,21.8863,0.11770000000000001,1.4126,42.1419,1.8676,1.1049544117647059,0.0037446020759995314,68,6.514057619776,18159.472921258006,158850.0
1500.0,80.0,87.0,5944.68,123.4,14.477902205882353,41.99469411764706,1.0469654411764706,12.56394632352941,0.12662573529411764,1.5196161764705882,35.525103676470586,2.0876132352941177,2.570918382352941,0.012112503150001666,136,9.098087823637076,11228.06725544433,547916.4
1500.0,65.0,70.5,3903.6300000000006,100.30000000000001,5.498780487804877,70.88311463414635,1.8621634146341466,22.345714634146344,0.38481951219512195,4.6184,56.79221951219512,1.4293780487804877,0.9092536585365855,0.0021155312039998417,41,2.920393175085113,19380.47518395435,139405.33333333334
2500.0,90.0,116.0,10568.32,148.1,9.6989,49.2965,1.4021,16.8255,0.3539999999999999,4.2484,46.1139,1.9417,1.5749000000000002,0.001489542354000126,12,7.3205951847129995,8056.1656859063605,122804.66666666669
1000.0,60.0,61.4,2960.92,90.8,17.6009,49.2002,1.4821,17.7855,0.043,0.5155,37.9928,1.8142,2.2533,0.0,1,5.971115719288,,257644.0
660.0,60.0,47.0,1734.94,83.5,17.8408,32.6259,0.483,5.7964,0.0313,0.3755,27.9419,1.181,1.3823151515151517,0.00015291981099985715,33,1.6472127410000001,215799.37736145142,65718.0
2625.0,84.0,126.0,12468.98,146.9,9.9491,69.1833,2.8106,33.7267,0.2773,3.3278,59.039,1.0406,1.1811620689655173,0.003115373701000222,29,1.1268120034159999,9308.674587157637,265768.3333333333
1650.0,70.0,82.0,5281.02,110.9,8.985627777777777,64.02762777777778,1.8814805555555556,22.578266666666664,0.33050833333333335,3.9659972222222226,49.478630555555554,1.5616111111111113,0.863725,0.00248224648799961,36,3.808190551959706,14502.991614266173,78196.33333333333
1500.0,80.0,70.5,3903.63,115.2,7.951289655172414,70.5341103448276,2.4423206896551726,29.308086206896554,0.3594965517241379,4.314,56.26837586206897,1.3151758620689653,1.293396551724138,0.002714397200000098,29,2.274843312272917,10683.771704450239,84919.66666666667
1592.079207920792,80.0,89.37623762376238,6297.919603960396,124.77623762376237,12.851688118811882,46.04867722772277,1.2000970297029703,14.401590099009901,0.22323366336633663,2.678860396039604,39.61423564356435,1.666740594059406,1.4943019801980197,0.011745241039000999,101,4.630245718562492,8599.227522417083,569581.0
1500.0,65.0,70.5,3903.6300000000006,100.3,7.1954,70.3843,2.3331,27.9974,0.391,4.6922,56.253,1.3666,1.1944,0.001766628804000409,34,2.552256092296,19245.695486799123,78344.66666666667
1000.0,55.0,61.400000000000006,2960.92,85.6,12.404648780487804,53.5971487804878,1.0674926829268294,12.81031463414634,0.09728536585365853,1.1672658536585365,50.34330243902439,1.7471439024390243,1.2915146341463415,0.006141287236000416,41,5.333177406150218,6676.124796713095,74679.33333333333
950.0,63.0,64.0,3216.99,95.1,7.200344444444444,70.35202222222222,2.2961,27.553455555555555,0.3808333333333333,4.569922222222222,56.10116666666667,1.3113777777777778,1.0555777777777777,0.01114268165999988,18,2.2551916761561372,1615.4100556077624,1678.0
950.0,70.0,54.0,2290.22,96.90000000000002,7.6773,70.20125,2.367,28.404300000000003,0.37935,4.55205,56.32915,1.36725,0.90585,1.6816319999872964e-06,6,2.5558996360781254,3567962.550692022,4875.333333333333
1500.0,80.0,82.5,5345.62,121.3,17.983264,53.449068,1.762812,21.153992,0.033156,0.3982,40.273284,2.13472,1.9600360000000001,0.0012249669600004442,25,9.72798196813005,20408.713717462986,140307.66666666666
1620.0,80.0,90.40983606557377,6421.375081967213,125.27540983606558,17.93948524590164,53.336980327868844,1.706404918032787,20.476881967213114,0.032144262295081966,0.3861754098360656,40.17453934426229,2.1135901639344263,2.159849180327869,0.003231921509999534,61,9.441963941955887,18874.220741830082,383348.0
600.0,46.0,48.0,1809.56,70.1,7.9049,69.6617,2.3799,28.5593,0.3464,4.1562,55.6415,1.2238,1.1907,5.289462000007781e-06,2,1.832868665272,378110.287964458,1700.0
3000.0,80.0,90.0,6361.73,125.0,14.3051,50.4982,1.3669,16.4027,0.1432,1.7187,39.5643,1.8458,1.8458,0.0,1,6.288599327912001,,0.0
