plantCode,avg_annual_generation
58430,454466.1
58431,3187.2
58443,1557.6
58445,2303.6666666666665
58446,2579.3333333333335
58447,3154.0
58448,2053.3333333333335
58449,3187.3333333333335
58450,3213.0
58451,3216.6666666666665
58452,3074.6666666666665
58453,6115.6
58454,3615.0
58462,351415.5
58463,7765.333333333333
58467,324159.3333333333
58473,6757.6
58477,5376.6
58479,4272.5
58480,2677.4
58481,1533.0
58482,11997.7
58483,29562.333333333332
58485,1174.9
58486,50501.333333333336
58487,4831.4
58488,24267.7
58489,50531.4
58490,83492.6
58491,1723.5
58492,5592.3
58493,5078.9
58494,5482.6
58495,5854.1
58496,1457.7
58498,52683.0
58499,42119.0
58500,10007.0
58501,37341.666666666664
58502,22196.0
58504,537.2
58505,4463.4
58506,7289.0
58508,3932.0
58509,4147.333333333333
58510,2723.3333333333335
58512,4597.9
58513,8301.333333333334
58514,5049.0
58515,2682.3
58516,2772.6666666666665
58517,2753.3333333333335
58519,3336.5
58520,17366.5
58521,17116.0
58522,1018.6666666666666
58524,1517.6
58525,4488.636
58527,712.3333333333334
58528,5667.0
58529,2361.6
58531,3174.5
58534,4767.6
58535,1804.6666666666667
58536,3051.0
58537,51677.1
58538,3685.0
58539,14093.0
58540,1953.1
58541,2665.2
58543,3427.0
58544,52591.2
58545,13770.333333333334
58547,1796.2
58549,10175.6
58550,3212.4
58552,15237.9
58553,13036.4
58554,7917.7
58561,2288.3
58564,11177.8
58568,3509.6
58569,7125.3
58572,3215.2
58576,4791.2
58578,2435.6666666666665
58581,1372.4
58582,2123.9
58583,3532.5
58584,28611.071999999996
58585,3122.8
58586,1298.8
58588,1952.7
58589,2355.6
58590,52891.666666666664
58592,381747.0
58598,6251.9
58599,6078.0
58600,5875.5
58601,6197.8
58602,6018.3
58603,4413.3
58604,6207.1
58605,9312.7
58609,4191.666666666667
58610,4277.0
58611,3861.3333333333335
58612,3502.3333333333335
58615,12535.6
58616,37281.0
58618,1814.0
58621,45671.333333333336
58623,34371.9
58624,2406.4
58625,5521.2
58626,46671.9
58627,23609.666666666668
58628,49587.2
58631,2672.3333333333335
58632,3146.6666666666665
58633,1169.6666666666667
58634,1164.6666666666667
58636,1148.3333333333333
58639,12326.4
58640,20057.9
58642,2987.3333333333335
58643,3581.3
58644,650798.7
58646,620508.3333333334
58647,1508.1
58649,36778.1
58650,4238.1
58651,5576.9
58653,2589.2
58654,2901.2
58655,6551.7
58656,2005.5
58659,7242.3
58660,201621.5
58662,4529.1
58665,6422.8
58667,8853.0
58668,5111.8
58669,8072.9
58670,7959.3
58673,8745.0
58674,7275.3
58675,7479.1
58676,1200.5
58680,2729.8
58682,7307.3
58684,1282.0
58698,2517.2
58700,3250.7
58701,37274.6
58702,2461.4
58703,4392.6
58708,1111.6666666666667
58709,3823.3333333333335
58710,67781.1
58711,81701.66666666667
58713,136238.0
58716,8016.5
58717,76576.8
58718,28852.0
58721,18621.0
58722,9018.9
58725,8906.4
58726,8312.3
58730,5761.2
58731,8277.3
58732,4812.2
58735,5939.3
58739,5492.2
58740,5378.8
58741,8716.4
58742,8007.2
58745,7865.7
58746,8549.1
58748,1756.6666666666667
58749,1810.1
58750,9690.666666666666
58751,3416.6666666666665
58752,3101.0
58753,3465.6666666666665
58754,3311.3
58755,2399.4
58756,1773.0
58757,11182.0
58761,4418.0
58762,4138.0
58763,3068.3333333333335
58770,10020.953
58782,9246.5
58785,772.2
58786,3190.5
58787,1953.2
58788,1018.6
58789,1593.4
58790,5164.0
58791,8569.3
58792,34474.5
58793,11813.5
58794,2989.9
58795,766.8
58796,844.4
58797,930.2
58798,1244.3
58799,8133.4
58801,2566.0
58802,1556.3333333333333
58803,3207.8
58805,8085.7
58806,8531.5
58807,8679.8
58808,8516.4
58809,8859.6
58810,7873.6
58812,8584.1
58814,6569.333333333333
58822,1500.0
58824,2256.5
58828,9511.1
58829,9147.9
58831,26772.0
58832,2041.6666666666667
58833,101720.4
58839,1678.3
58840,4929.2
58842,7085.333333333333
58843,6208.7
58844,27530.4
58845,9040.2
58846,8670.8
58847,8994.3
58848,112104.2
58849,3658.8
58851,8623.7
58853,9199.3
58854,9016.8
58855,7208.5
58856,9005.6
58859,7208.1
58861,7173.6
58862,8792.0
58863,8859.0
58864,8615.6
58866,6955.5
58867,7391.8
58868,8839.0
58871,4213.3
58874,8643.6
58876,39213.6
58877,12040.0
58879,8507.7
58880,8715.2
58881,3836.9
58882,10023.6
58889,1335.6
58890,1480.2
58892,26415.9
58893,3611.0
58896,1029.4
58906,4538.2
58907,10264.666666666666
58909,3865.1
58911,9704.333333333334
58912,2628.6
58913,2419.8
58915,603477.3
58917,1259.0
58918,2269.0
58919,1675.0
58920,2509.6666666666665
58934,3575.5
58935,2787.2
58936,3612.7
58937,3033.9
58942,3114.8
58943,29834.5
58949,1257.0
58951,13279.8
58952,8531.4
58953,2173.2
58954,1556.0
58955,7456.1
58956,8908.3
58957,8927.3
58959,4371.9
58961,2636.3
58963,1537.0
58964,2906.3
58972,39070.0
58973,49981.0
58974,2911.9
58975,227251.66666666666
58983,120564.8
58984,36824.333333333336
58985,39222.666666666664
58986,38893.333333333336
58990,38240.5
58991,44721.333333333336
59001,12058.6
59008,29434.0
59009,56407.0
59010,125338.9
59013,3534.3
59014,7094.2
59015,2468.0
59017,6807.4
59018,3059.1
59019,3153.3
59020,49419.6
59026,473.1
59028,2079.7
59029,3152.5
59030,4718.6
59031,2303.0
59032,3709.2
59033,2253.9
59038,5376.6
59039,3263.0
59042,3245.0
59043,2638.6
59044,4047.0
59046,4063.8
59049,3216.7
59050,3175.3
59051,3464.1
59052,6672.7
59055,996.5
59057,565.8
59058,786.5
59059,1822.7
59060,1141.5
59075,2692.8
59077,2293.9
59078,5805.1
59079,1497.0
59080,1648.6666666666667
59081,5373.666666666667
59082,7411.5
59085,7727.3
59086,29876.0
59087,24063.333333333332
59088,38334.333333333336
59090,2635.0
59094,2664.0
59095,1219.0
59097,15082.333333333334
59098,1694.3333333333333
59099,1859.0
59100,9071.0
59102,9135.9
59103,9161.1
59105,8421.2
59106,3785.9
59107,9706.6
59109,8868.5
59110,7945.783
59111,8476.8
59112,9611.9
59113,9160.0
59114,3997.8
59115,4018.4
59117,39053.5
59119,3317.3333333333335
59120,3459.3
59121,2476.5
59122,2798.5
59123,6076.7
59124,5505.2
59125,3872.3
59126,8714.7
59127,9339.3
59128,3895.0
59129,1451.6666666666667
59130,1898.6666666666667
59131,1628.2
59132,2640.0
59134,2405.1
59135,3306.6
59136,1620.5
59137,6756.7
59138,1610.7
59139,1043.3333333333333
59140,6117.7
59144,3208.7
59146,4075.0
59148,8704.4
59149,9337.2
59150,111147.0
59152,8645.2
59153,32369.8
59154,7785.9
59155,36998.0
59156,9074.9
59157,9228.2
59158,9483.1
59162,8948.3
59163,8424.5
59164,74356.0
59166,1618.3333333333333
59168,69920.33333333333
59170,9322.5
59171,9372.0
59172,5489.1
59173,6991.0
59174,9037.3
59175,9117.0
59176,9107.1
59177,9218.0
59178,3986.3
59179,5339.4
59180,2136.1
59182,3102.0
59183,44877.666666666664
59184,25278.1
59185,7852.0
59186,11308.666666666666
59188,25468.7
59189,3825.6666666666665
59190,3716.6
59191,9247.6
59192,9090.5
59198,3611.4
59199,3363.7
59203,5980.333333333333
59204,10559.9
59205,197105.0
59206,239268.8
59207,250609.2
59213,9457.666666666666
59217,9231.666666666666
59219,3990.7
59237,49735.666666666664
59239,1655.0
59241,4796.8
59242,2884.3
59248,1379.3333333333333
59249,48389.666666666664
59250,48578.0
59251,62924.3
59253,37174.0
59262,5983.0
59265,4076.3333333333335
59267,4096.0
59268,3822.0
59269,3167.3333333333335
59270,3117.6666666666665
59271,3679.6666666666665
59273,24819.333333333332
59274,8225.1
59275,1843.1
59276,16521.2
59277,2024.6666666666667
59278,1778.3333333333333
59283,1809.3333333333333
59296,143643.5
59297,1726.0
59300,5050.0
59308,93839.7
59309,115420.8
59315,131712.0
59316,130712.1
59317,116890.5
59318,7608.333333333333
59319,13094.333333333334
59322,46540.0
59323,2116.0
59324,648.0
59327,1324.2450000000001
59333,2660.0
59334,48186.666666666664
59337,7777.333333333333
59339,250818.0
59358,4711.0
59359,2986.6666666666665
59360,1989.6666666666667
59361,1322.2
59362,1444.3333333333333
59363,1324.3333333333333
59364,1183.6666666666667
59365,2184.0
59366,9212.333333333334
59367,923.3333333333334
59368,2416.2
59370,1992.0
59371,2158.6666666666665
59374,7688.6
59375,3091.3333333333335
59376,3352.6666666666665
59377,1656.5
59380,44526.666666666664
59386,223723.6
59387,211836.3
59388,209206.4
59389,208860.2
59390,6689.9
59394,1974.7
59395,6199.2
59396,6131.8
59404,45732.7
59405,2330.0
59406,2388.6666666666665
59407,18908.8
59408,47894.0
59409,2466.0
59410,2749.6666666666665
59411,3346.6666666666665
59412,45020.333333333336
59413,47771.666666666664
59414,45366.0
59416,2983.6666666666665
59421,2918.6666666666665
59422,2952.0
59423,3296.6666666666665
59424,9713.7
59426,8915.0
59427,8503.0
59429,8357.666666666666
59430,7868.8
59431,36631.666666666664
59432,3302.5
59433,3955.7
59434,4470.1
59440,16003.666666666666
59441,52813.333333333336
59443,55994.0
59444,17742.3
59445,2280.6
59446,6649.0
59448,12977.938
59449,42291.7
59450,170291.5
59451,3563.6666666666665
59454,25598.666666666668
59455,13141.666666666666
59459,0.0
59462,3033.3333333333335
59463,2709.2
59464,4125.9
59465,2169.7
59466,2573.0
59468,2981.3333333333335
59469,47938.333333333336
59470,1602.8
59472,24586.6
59473,16480.333333333332
59474,32446.666666666668
59476,2901.5
59477,3335.8
59478,991.3
59479,1216.6
59480,1121.6
59481,3836.3
59482,3828.7
59483,3867.6
59484,3529.1
59485,1389.9
59486,9284.0
59487,9593.333333333334
59488,8486.0
59489,1569.2
59495,3871.6
59497,8789.333333333334
59498,16154.666666666666
59499,9096.666666666666
59500,7456.333333333333
59501,8238.0
59502,7988.666666666667
59503,8405.0
59504,7959.0
59505,8406.666666666666
59506,7204.333333333333
59507,4703.333333333333
59508,8685.333333333334
59509,6647.0
59510,8437.666666666666
59511,6145.333333333333
59512,7161.666666666667
59513,18021.0
59514,8719.333333333334
59515,8418.666666666666
59516,24007.0
59517,8506.333333333334
59518,29152.0
59519,5796.0
59520,9411.666666666666
59521,8706.666666666666
59522,23126.666666666668
59523,111475.66666666667
59524,38833.0
59525,409111.7
59526,23621.0
59527,34579.666666666664
59528,52545.666666666664
59530,34923.666666666664
59531,115887.4
59532,298736.6666666667
59533,8312.0
59534,7904.666666666667
59535,33996.1
59536,3165.6666666666665
59537,3434.3333333333335
59539,2573.0
59540,2957.0
59541,2104.6666666666665
59542,5811.333333333333
59543,1677.5
59544,955.6666666666666
59545,972.4
59546,707.0
59548,24873.666666666668
59549,7091.333333333333
59550,5225.0
59551,6434.666666666667
59552,3599.3333333333335
59553,3228.3333333333335
59554,3116.6666666666665
59555,48624.666666666664
59556,8443.2
59558,15555.6
59560,2201.9
59561,9280.0
59562,9032.333333333334
59563,9398.0
59564,9531.333333333334
59565,9067.666666666666
59566,7088.333333333333
59567,9208.0
59569,20454.6
59570,32930.333333333336
59573,1531.4
59575,9554.333333333334
59576,9401.666666666666
59577,8611.333333333334
59578,9033.0
59579,3808.3333333333335
59581,8795.333333333334
59583,8910.0
59584,9355.0
59586,9215.333333333334
59587,5678.0
59589,135809.2
59591,8629.666666666666
59592,8664.666666666666
59593,9083.0
59595,9581.333333333334
59597,3337.3333333333335
59598,1147.0
59599,27963.666666666668
59600,41329.0
59601,15994.666666666666
59603,8869.333333333334
59604,8692.0
59605,8871.666666666666
59606,5186.0
59607,43709.0
59610,32776.666666666664
59611,8960.2
59613,1449.8
59618,23928.0
59619,19538.3
59620,6734.3
59623,1800.4
59624,2316.6
59625,3033.0
59626,2430.8
59627,4316.0
59628,7690.0
59630,5272.666666666667
59631,10745.0
59632,1331.4209999999998
59633,43821.333333333336
59634,114958.33333333333
59636,5500.0
59638,37794.0
59641,8249.0
59642,9239.666666666666
59643,7961.666666666667
59645,7986.333333333333
59646,8622.0
59648,8672.666666666666
59651,1702.6666666666667
59652,1211.0
59653,1813.7
59656,241397.4
59657,43228.333333333336
59663,6865.333333333333
59665,133706.2
59666,61638.6
59667,8523.0
59669,98105.6
59670,3377.6666666666665
59671,138024.7
59675,8824.666666666666
59676,9044.333333333334
59677,8636.333333333334
59678,66586.6
59682,2197.2
59683,767.743
59685,33603.7
59687,3627.0
59689,57741.2
59690,77291.0
59691,89179.9
59694,9219.0
59695,43085.9
59702,107248.2
59703,1583.0
59705,4458.3
59706,8641.666666666666
59708,9101.333333333334
59709,2913.9
59713,6432.0
59714,152.2
59715,703.6
59717,20.7
59719,2904.7
59722,53648.333333333336
59723,82373.66666666667
59729,4129.6
59730,5000.0
59731,4640.3
59737,21540.666666666668
59738,4804.0
59739,5758.0
59740,53601.0
59741,2465.8
59742,2781.6666666666665
59743,1702.3333333333333
59744,2140.8
59745,3209.4
59746,4311.0
59747,28608.2
59748,2534.0
59749,2556.6666666666665
59750,3447.0
59751,1377.3333333333333
59752,1897.6
59754,5628.0
59755,2330.7
59760,7134.333333333333
59761,9003.333333333334
59762,8221.333333333334
59765,2876.7
59766,2262.4
59767,6171.3
59768,2073.7
59769,3008.0
59770,2921.0
59771,978.5
59775,3500.5
59777,1498.6
59778,82016.0
59779,29731.0
59780,6625.2
59781,7064.5
59786,6833.5
59787,6737.9
59788,1204.1
59789,1872.8
59790,1284.6
59795,7441.333333333333
59796,8547.0
59798,1603.3333333333333
59807,2504.3333333333335
59811,15620.0
59814,223732.0
59817,633.3
59818,1944.0
59819,8986.666666666666
59820,3607.0
59821,3791.4
59822,2656.2
59823,3203.1
59824,9165.666666666666
59825,6908.1
59826,245634.2
59827,188410.8
59828,8847.666666666666
59829,9461.0
59831,8669.666666666666
59832,7462.0
59833,8737.0
59834,1253.4
59835,2515.3333333333335
59839,1412.2
59840,410297.6666666667
59842,5798.666666666667
59843,1841.6
59844,1715.3333333333333
59848,6731.666666666667
59849,3099.3
59850,3279.3333333333335
59851,137691.1
59852,186594.2
59853,6092.666666666667
59854,8258.8
59855,3167.8
59856,10637.666666666666
59857,9253.333333333334
59858,1723.9
59861,3915.8
59862,52988.2
59863,52433.1
59864,49953.0
59865,46655.1
59866,3237.0
59867,2918.3
59868,52789.666666666664
59870,72888.9
59872,21936.666666666668
59873,1249.0
59874,38940.0
59875,96598.2
59876,54447.2
59878,45310.0
59880,3197.3
59881,3197.3
59887,26887.0
59891,39750.666666666664
59894,63511.0
59896,215386.6
59897,238364.66666666666
59898,5661.0
59899,9145.333333333334
59900,49466.666666666664
59901,9347.666666666666
59904,684.5
59905,436.6
59908,2680.6666666666665
59910,28104.0
59911,503.5
59912,7160.333333333333
59914,8194.333333333334
59915,34591.333333333336
59916,1408.0
59917,8816.666666666666
59919,28119.5
59921,9340.666666666666
59922,2615.0
59927,7363.0
59928,8566.333333333334
59929,7955.666666666667
59930,8385.666666666666
59932,7250.0
59934,6123.0
59936,9014.333333333334
59937,9574.666666666666
59939,282564.9
59940,531036.0
59941,209827.8
59942,1278.0
59944,143696.33333333334
59945,123331.5
59946,202429.6
59947,23268.8
59948,1610.3333333333333
59950,5833.666666666667
59951,33753.666666666664
59954,4688.0
59955,3067.6666666666665
59956,2001.0
59958,6590.6
59961,51151.333333333336
59962,31374.0
59963,30812.666666666668
59964,101263.3
59966,16129.2
59973,8114.666666666667
59976,230682.9
59977,174703.9
59978,3243.3333333333335
59979,20622.333333333332
59980,2330.1
59981,1520.3
59982,1466.9
59983,1679.9
59984,1063.9
59985,1539.5
59986,1664.6666666666667
59987,1498.3333333333333
59990,1776.6666666666667
59993,79819.8
59994,375513.9
59996,30291.666666666668
59997,27179.666666666668
59999,5153.0
60000,19936.333333333332
60001,36528.333333333336
60004,2676.0
60005,874.0
60006,762.3333333333334
60007,31235.666666666668
60008,113664.0
60009,41650.9
60010,44387.1
60011,42181.5
60012,43324.8
60014,58557.3
60017,1248.4
60019,1964.9
60020,6987.0
60022,4090.0
60023,30566.333333333332
60024,92990.4
60026,8090.333333333333
60027,23665.333333333332
60028,12389.0
60029,1455.6666666666667
60030,141865.0
60032,969.6666666666666
60033,253916.9
60034,315157.9
60035,13007.666666666666
60036,2646.6666666666665
60038,1513.1
60039,41783.666666666664
60043,70164.1
60044,359752.4
60045,48833.0
60046,1818.0
60047,1092.0
60048,6156.333333333333
60050,2567.3333333333335
60051,3588.0
60052,3198.6666666666665
60053,8725.0
60054,11875.2
60055,3219.6666666666665
60056,7700.666666666667
60057,2517.2
60058,152158.8
60060,4219.333333333333
60061,81870.3
60062,43845.333333333336
60063,91623.7
60064,193705.66666666666
60065,10574.333333333334
60067,2591.0
60068,178892.4
60071,7538.666666666667
60072,3404.6666666666665
60073,3098.6666666666665
60074,3537.6666666666665
60075,7893.333333333333
60076,5667.666666666667
60077,13565.666666666666
60078,48536.0
60079,48622.666666666664
60080,36599.333333333336
60081,48251.666666666664
60082,143046.0
60083,4876.666666666667
60085,8810.0
60086,7125.333333333333
60089,1924.0
60091,57043.333333333336
60092,201309.6
60093,349409.1
60094,211211.7
60095,193668.9
60096,1620.6666666666667
60097,1133.4
60098,2276.7
60099,1730.6666666666667
60101,3457.6666666666665
60105,3336.6666666666665
60106,9581.0
60107,3331.3333333333335
60108,8156.333333333333
60110,3685.3333333333335
60111,3163.0
60112,1680.8
60113,1757.0
60114,1873.5
60115,1490.6
60116,575.6666666666666
60117,1514.7
60118,4102.9
60121,3433.3333333333335
60123,234103.5
60124,3045.0
60125,68474.9
60127,139858.1
60129,3763.0
60131,5469.666666666667
60133,9239.333333333334
60134,3371.6666666666665
60135,8960.0
60136,9292.666666666666
60142,1279.0
60144,6269.333333333333
60146,9818.0
60147,9439.666666666666
60149,65891.7
60150,3070.0
60151,2153.6666666666665
60153,2137.3333333333335
60154,1548.6666666666667
60156,9682.333333333334
60157,6928.666666666667
60160,9353.666666666666
60161,7491.333333333333
60165,8207.0
60178,9823.333333333334
60179,9524.666666666666
60180,9715.666666666666
60181,12794.666666666666
60182,2590.3333333333335
60183,2219.0
60185,198819.0
60186,118858.7
60187,12766.333333333334
60188,8373.0
60189,9418.666666666666
60190,8317.3
60191,6067.666666666667
60193,5377.0
60195,23790.1
60196,23516.4
60197,24783.0
60198,24952.9
60199,3321.0
60200,3993.3333333333335
60201,1750.0
60207,9502.666666666666
60208,8851.666666666666
60209,8698.333333333334
60219,1567.3333333333333
60225,3108.3333333333335
60226,16710.666666666668
60227,2225.3333333333335
60228,1263.6666666666667
60229,2410.6
60230,3920.0
60231,2563.8
60232,2189.3
60233,260152.5
60237,55649.1
60238,8454.333333333334
60239,8870.666666666666
60240,8692.0
60242,17120.666666666668
60247,9575.666666666666
60248,9050.333333333334
60251,2514.0
60252,3475.0
60253,4667.333333333333
60255,5251.333333333333
60257,9437.0
60258,35353.1
60261,254862.5
60265,7135.0
60266,9873.0
60267,4544.666666666667
60274,3297.3333333333335
60275,4895.666666666667
60277,1286.0
60278,2347.4
60279,50591.333333333336
60280,51599.333333333336
60281,7339.666666666667
60283,14404.0
60284,10456.333333333334
60285,57617.0
60287,8306.0
60288,3901.0
60290,9675.333333333334
60291,8547.0
60293,19103.2
60298,9134.333333333334
60300,5105.2
60301,6279.3
60303,100898.1
60304,73230.8
60306,98958.5
60307,276354.0
60308,454152.5
60310,42085.666666666664
60311,22168.666666666668
60312,8938.333333333334
60313,9813.333333333334
60315,49605.0
60316,16002.9
60318,30723.1
60319,37158.9
60320,2601.6666666666665
60324,242360.9
60327,2657.3333333333335
60330,12805.1
60331,19125.1
60332,21830.5
60333,9916.4
60334,19259.5
60335,20591.1
60336,118110.3
60337,28179.0
60341,1559.6666666666667
60344,2650.6666666666665
60346,35739.5
60347,24400.333333333332
60348,2616.3333333333335
60350,3530.4
60351,61372.3
60352,268850.9
